filepath,class,label
data\SL_YES_npy\15450.npy,yes,1
data\SL_YES_npy\19686.npy,yes,1
data\SL_YES_npy\27177.npy,yes,1
data\jester_NO_npy\26095.npy,no,0
data\jester_NO_npy\56358.npy,no,0
data\jester_NO_npy\72644.npy,no,0
data\jester_NO_npy\103414.npy,no,0
data\jester_NO_npy\132620.npy,no,0
data\SL_YES_npy\59248.npy,yes,1
data\SL_YES_npy\08355.npy,yes,1
data\jester_NO_npy\142931.npy,no,0
data\SL_YES_npy\06474.npy,yes,1
data\jester_NO_npy\46725.npy,no,0
data\SL_YES_npy\37841.npy,yes,1
data\SL_YES_npy\51289.npy,yes,1
data\SL_YES_npy\02103.npy,yes,1
data\SL_YES_npy\57632.npy,yes,1
data\jester_NO_npy\10780.npy,no,0
data\SL_YES_npy\23666.npy,yes,1
data\SL_YES_npy\01212.npy,yes,1
data\SL_YES_npy\42605.npy,yes,1
data\jester_NO_npy\143485.npy,no,0
data\SL_YES_npy\46776.npy,yes,1
data\jester_NO_npy\45579.npy,no,0
data\SL_YES_npy\03563.npy,yes,1
data\SL_YES_npy\36140.npy,yes,1
data\jester_NO_npy\115031.npy,no,0
data\SL_YES_npy\25644.npy,yes,1
data\jester_NO_npy\47343.npy,no,0
data\jester_NO_npy\15347.npy,no,0
data\SL_YES_npy\03161.npy,yes,1
data\SL_YES_npy\24046.npy,yes,1
data\SL_YES_npy\24048.npy,yes,1
data\jester_NO_npy\73742.npy,no,0
data\jester_NO_npy\63132.npy,no,0
data\SL_YES_npy\38737.npy,yes,1
data\jester_NO_npy\14256.npy,no,0
data\SL_YES_npy\43537.npy,yes,1
data\jester_NO_npy\76861.npy,no,0
data\jester_NO_npy\41634.npy,no,0
data\jester_NO_npy\68826.npy,no,0
data\jester_NO_npy\105948.npy,no,0
data\SL_YES_npy\18772.npy,yes,1
data\SL_YES_npy\55106.npy,yes,1
data\jester_NO_npy\121297.npy,no,0
data\jester_NO_npy\140650.npy,no,0
data\jester_NO_npy\25641.npy,no,0
data\SL_YES_npy\57285.npy,yes,1
data\SL_YES_npy\16636.npy,yes,1
data\jester_NO_npy\52449.npy,no,0
data\jester_NO_npy\137716.npy,no,0
data\jester_NO_npy\137280.npy,no,0
data\SL_YES_npy\49433.npy,yes,1
data\SL_YES_npy\23473.npy,yes,1
data\SL_YES_npy\17992.npy,yes,1
data\jester_NO_npy\137161.npy,no,0
data\jester_NO_npy\106795.npy,no,0
data\SL_YES_npy\36930.npy,yes,1
data\jester_NO_npy\95520.npy,no,0
data\SL_YES_npy\37489.npy,yes,1
data\jester_NO_npy\39247.npy,no,0
data\jester_NO_npy\6152.npy,no,0
data\SL_YES_npy\05603.npy,yes,1
data\jester_NO_npy\39613.npy,no,0
data\jester_NO_npy\108524.npy,no,0
data\jester_NO_npy\35975.npy,no,0
data\jester_NO_npy\78322.npy,no,0
data\jester_NO_npy\82179.npy,no,0
data\jester_NO_npy\135476.npy,no,0
data\jester_NO_npy\115420.npy,no,0
data\SL_YES_npy\24043.npy,yes,1
data\jester_NO_npy\87382.npy,no,0
data\SL_YES_npy\69236.npy,yes,1
data\SL_YES_npy\52603.npy,yes,1
data\SL_YES_npy\58810.npy,yes,1
data\jester_NO_npy\100633.npy,no,0
data\jester_NO_npy\98319.npy,no,0
data\SL_YES_npy\19934.npy,yes,1
data\jester_NO_npy\68247.npy,no,0
data\jester_NO_npy\32071.npy,no,0
data\jester_NO_npy\116009.npy,no,0
data\SL_YES_npy\02276.npy,yes,1
data\jester_NO_npy\99512.npy,no,0
data\SL_YES_npy\49730.npy,yes,1
data\jester_NO_npy\58685.npy,no,0
data\jester_NO_npy\59805.npy,no,0
data\jester_NO_npy\50668.npy,no,0
data\jester_NO_npy\143025.npy,no,0
data\jester_NO_npy\132466.npy,no,0
data\jester_NO_npy\90938.npy,no,0
data\jester_NO_npy\95481.npy,no,0
data\SL_YES_npy\19236.npy,yes,1
data\SL_YES_npy\49328.npy,yes,1
data\SL_YES_npy\60460.npy,yes,1
data\jester_NO_npy\23150.npy,no,0
data\jester_NO_npy\43497.npy,no,0
data\SL_YES_npy\69216.npy,yes,1
data\jester_NO_npy\52285.npy,no,0
data\jester_NO_npy\79569.npy,no,0
data\jester_NO_npy\136162.npy,no,0
data\jester_NO_npy\97136.npy,no,0
data\jester_NO_npy\85292.npy,no,0
data\jester_NO_npy\7014.npy,no,0
data\jester_NO_npy\42857.npy,no,0
data\SL_YES_npy\42403.npy,yes,1
data\jester_NO_npy\95870.npy,no,0
data\jester_NO_npy\55134.npy,no,0
data\SL_YES_npy\46430.npy,yes,1
data\SL_YES_npy\27410.npy,yes,1
data\jester_NO_npy\143915.npy,no,0
data\jester_NO_npy\17053.npy,no,0
data\jester_NO_npy\56829.npy,no,0
data\jester_NO_npy\57059.npy,no,0
data\SL_YES_npy\63679.npy,yes,1
data\jester_NO_npy\35226.npy,no,0
data\jester_NO_npy\83973.npy,no,0
data\jester_NO_npy\76620.npy,no,0
data\jester_NO_npy\103673.npy,no,0
data\jester_NO_npy\67608.npy,no,0
data\SL_YES_npy\38265.npy,yes,1
data\jester_NO_npy\40453.npy,no,0
data\jester_NO_npy\93344.npy,no,0
data\jester_NO_npy\15876.npy,no,0
data\jester_NO_npy\31730.npy,no,0
data\jester_NO_npy\141522.npy,no,0
data\SL_YES_npy\56762.npy,yes,1
data\jester_NO_npy\127169.npy,no,0
data\jester_NO_npy\142814.npy,no,0
data\SL_YES_npy\50120.npy,yes,1
data\jester_NO_npy\117759.npy,no,0
data\jester_NO_npy\11916.npy,no,0
data\jester_NO_npy\117465.npy,no,0
data\jester_NO_npy\35913.npy,no,0
data\SL_YES_npy\02701.npy,yes,1
data\jester_NO_npy\28168.npy,no,0
data\SL_YES_npy\10813.npy,yes,1
data\SL_YES_npy\44321.npy,yes,1
data\jester_NO_npy\104052.npy,no,0
data\SL_YES_npy\66453.npy,yes,1
data\jester_NO_npy\34204.npy,no,0
data\SL_YES_npy\66123.npy,yes,1
data\jester_NO_npy\36931.npy,no,0
data\jester_NO_npy\39690.npy,no,0
data\jester_NO_npy\119929.npy,no,0
data\jester_NO_npy\114140.npy,no,0
data\jester_NO_npy\25675.npy,no,0
data\jester_NO_npy\112223.npy,no,0
data\SL_YES_npy\37885.npy,yes,1
data\jester_NO_npy\99285.npy,no,0
data\jester_NO_npy\46003.npy,no,0
data\jester_NO_npy\115643.npy,no,0
data\jester_NO_npy\74711.npy,no,0
data\SL_YES_npy\08921.npy,yes,1
data\SL_YES_npy\42407.npy,yes,1
data\SL_YES_npy\65460.npy,yes,1
data\jester_NO_npy\84644.npy,no,0
data\jester_NO_npy\82244.npy,no,0
data\SL_YES_npy\59913.npy,yes,1
data\jester_NO_npy\119284.npy,no,0
data\SL_YES_npy\12656.npy,yes,1
data\SL_YES_npy\30979.npy,yes,1
data\jester_NO_npy\117433.npy,no,0
data\SL_YES_npy\65938.npy,yes,1
data\jester_NO_npy\25435.npy,no,0
data\jester_NO_npy\106358.npy,no,0
data\jester_NO_npy\4363.npy,no,0
data\jester_NO_npy\42301.npy,no,0
data\jester_NO_npy\25586.npy,no,0
data\jester_NO_npy\36575.npy,no,0
data\jester_NO_npy\96097.npy,no,0
data\SL_YES_npy\51428.npy,yes,1
data\jester_NO_npy\80844.npy,no,0
data\jester_NO_npy\45536.npy,no,0
data\jester_NO_npy\137955.npy,no,0
data\jester_NO_npy\67350.npy,no,0
data\jester_NO_npy\6646.npy,no,0
data\jester_NO_npy\63580.npy,no,0
data\jester_NO_npy\118605.npy,no,0
data\jester_NO_npy\129104.npy,no,0
data\jester_NO_npy\138441.npy,no,0
data\jester_NO_npy\109731.npy,no,0
data\jester_NO_npy\128232.npy,no,0
data\jester_NO_npy\31064.npy,no,0
data\SL_YES_npy\63081.npy,yes,1
data\SL_YES_npy\21883.npy,yes,1
data\SL_YES_npy\27767.npy,yes,1
data\jester_NO_npy\61639.npy,no,0
data\SL_YES_npy\01391.npy,yes,1
data\SL_YES_npy\19857.npy,yes,1
data\jester_NO_npy\30434.npy,no,0
data\jester_NO_npy\5039.npy,no,0
data\jester_NO_npy\38469.npy,no,0
data\jester_NO_npy\72014.npy,no,0
data\SL_YES_npy\35611.npy,yes,1
data\jester_NO_npy\125512.npy,no,0
data\SL_YES_npy\27355.npy,yes,1
data\jester_NO_npy\144249.npy,no,0
data\jester_NO_npy\120074.npy,no,0
data\jester_NO_npy\18241.npy,no,0
data\jester_NO_npy\18834.npy,no,0
data\SL_YES_npy\56423.npy,yes,1
data\SL_YES_npy\23870.npy,yes,1
data\SL_YES_npy\26860.npy,yes,1
data\jester_NO_npy\42923.npy,no,0
data\SL_YES_npy\15019.npy,yes,1
data\jester_NO_npy\31782.npy,no,0
data\jester_NO_npy\51010.npy,no,0
data\jester_NO_npy\59009.npy,no,0
data\SL_YES_npy\26946.npy,yes,1
data\jester_NO_npy\101248.npy,no,0
data\jester_NO_npy\79639.npy,no,0
data\jester_NO_npy\90381.npy,no,0
data\SL_YES_npy\33410.npy,yes,1
data\SL_YES_npy\51479.npy,yes,1
data\SL_YES_npy\45573.npy,yes,1
data\jester_NO_npy\75795.npy,no,0
data\jester_NO_npy\111443.npy,no,0
data\jester_NO_npy\92386.npy,no,0
data\SL_YES_npy\52324.npy,yes,1
data\SL_YES_npy\05102.npy,yes,1
data\SL_YES_npy\24917.npy,yes,1
data\jester_NO_npy\28197.npy,no,0
data\jester_NO_npy\3814.npy,no,0
data\jester_NO_npy\91935.npy,no,0
data\SL_YES_npy\25960.npy,yes,1
data\jester_NO_npy\75765.npy,no,0
data\jester_NO_npy\47744.npy,no,0
data\jester_NO_npy\6085.npy,no,0
data\jester_NO_npy\118187.npy,no,0
data\SL_YES_npy\56819.npy,yes,1
data\jester_NO_npy\131198.npy,no,0
data\jester_NO_npy\10487.npy,no,0
data\jester_NO_npy\86187.npy,no,0
data\jester_NO_npy\8379.npy,no,0
data\jester_NO_npy\84001.npy,no,0
data\SL_YES_npy\38857.npy,yes,1
data\SL_YES_npy\59992.npy,yes,1
data\SL_YES_npy\11823.npy,yes,1
data\SL_YES_npy\46176.npy,yes,1
data\SL_YES_npy\40021.npy,yes,1
data\jester_NO_npy\22822.npy,no,0
data\SL_YES_npy\16407.npy,yes,1
data\jester_NO_npy\26698.npy,no,0
data\jester_NO_npy\85846.npy,no,0
data\SL_YES_npy\57283.npy,yes,1
data\SL_YES_npy\36146.npy,yes,1
data\jester_NO_npy\10976.npy,no,0
data\SL_YES_npy\27285.npy,yes,1
data\jester_NO_npy\135613.npy,no,0
data\jester_NO_npy\55113.npy,no,0
data\jester_NO_npy\27252.npy,no,0
data\jester_NO_npy\72133.npy,no,0
data\SL_YES_npy\39116.npy,yes,1
data\jester_NO_npy\60734.npy,no,0
data\SL_YES_npy\39852.npy,yes,1
data\SL_YES_npy\57975.npy,yes,1
data\SL_YES_npy\66799.npy,yes,1
data\jester_NO_npy\12185.npy,no,0
data\SL_YES_npy\65360.npy,yes,1
data\jester_NO_npy\61001.npy,no,0
data\SL_YES_npy\26712.npy,yes,1
data\jester_NO_npy\23631.npy,no,0
data\SL_YES_npy\38084.npy,yes,1
data\SL_YES_npy\07243.npy,yes,1
data\jester_NO_npy\9619.npy,no,0
data\SL_YES_npy\46174.npy,yes,1
data\SL_YES_npy\57633.npy,yes,1
data\jester_NO_npy\91631.npy,no,0
data\jester_NO_npy\24403.npy,no,0
data\jester_NO_npy\103349.npy,no,0
data\SL_YES_npy\65746.npy,yes,1
data\jester_NO_npy\22872.npy,no,0
data\jester_NO_npy\79595.npy,no,0
data\jester_NO_npy\116540.npy,no,0
data\jester_NO_npy\58512.npy,no,0
data\jester_NO_npy\131409.npy,no,0
data\SL_YES_npy\58006.npy,yes,1
data\jester_NO_npy\136040.npy,no,0
data\jester_NO_npy\94677.npy,no,0
data\jester_NO_npy\59454.npy,no,0
data\jester_NO_npy\81423.npy,no,0
data\jester_NO_npy\16560.npy,no,0
data\SL_YES_npy\60545.npy,yes,1
data\jester_NO_npy\101596.npy,no,0
data\jester_NO_npy\21935.npy,no,0
data\jester_NO_npy\129767.npy,no,0
data\jester_NO_npy\19030.npy,no,0
data\jester_NO_npy\22559.npy,no,0
data\SL_YES_npy\08842.npy,yes,1
data\SL_YES_npy\46170.npy,yes,1
data\SL_YES_npy\07399.npy,yes,1
data\SL_YES_npy\06359.npy,yes,1
data\jester_NO_npy\136897.npy,no,0
data\jester_NO_npy\74700.npy,no,0
data\SL_YES_npy\69399.npy,yes,1
data\SL_YES_npy\61966.npy,yes,1
data\jester_NO_npy\124197.npy,no,0
data\jester_NO_npy\113217.npy,no,0
data\SL_YES_npy\63958.npy,yes,1
data\SL_YES_npy\57640.npy,yes,1
data\SL_YES_npy\44903.npy,yes,1
data\SL_YES_npy\49431.npy,yes,1
data\SL_YES_npy\17914.npy,yes,1
data\jester_NO_npy\135628.npy,no,0
data\jester_NO_npy\97093.npy,no,0
data\jester_NO_npy\125652.npy,no,0
data\SL_YES_npy\05708.npy,yes,1
data\SL_YES_npy\37989.npy,yes,1
data\SL_YES_npy\53443.npy,yes,1
data\jester_NO_npy\99368.npy,no,0
data\jester_NO_npy\20292.npy,no,0
data\SL_YES_npy\14454.npy,yes,1
data\jester_NO_npy\119794.npy,no,0
data\jester_NO_npy\5529.npy,no,0
data\jester_NO_npy\143609.npy,no,0
data\jester_NO_npy\3559.npy,no,0
data\SL_YES_npy\01127.npy,yes,1
data\jester_NO_npy\51656.npy,no,0
data\jester_NO_npy\71929.npy,no,0
data\jester_NO_npy\64100.npy,no,0
data\jester_NO_npy\142707.npy,no,0
data\jester_NO_npy\492.npy,no,0
data\jester_NO_npy\36218.npy,no,0
data\jester_NO_npy\100189.npy,no,0
data\jester_NO_npy\144624.npy,no,0
data\jester_NO_npy\44816.npy,no,0
data\SL_YES_npy\03598.npy,yes,1
data\jester_NO_npy\31016.npy,no,0
data\SL_YES_npy\15448.npy,yes,1
data\jester_NO_npy\116174.npy,no,0
data\jester_NO_npy\29402.npy,no,0
data\jester_NO_npy\141029.npy,no,0
data\jester_NO_npy\116587.npy,no,0
data\SL_YES_npy\14883.npy,yes,1
data\SL_YES_npy\46779.npy,yes,1
data\SL_YES_npy\66129.npy,yes,1
data\jester_NO_npy\91134.npy,no,0
data\SL_YES_npy\38868.npy,yes,1
data\SL_YES_npy\39360.npy,yes,1
data\jester_NO_npy\104018.npy,no,0
data\jester_NO_npy\127549.npy,no,0
data\jester_NO_npy\84793.npy,no,0
data\jester_NO_npy\108101.npy,no,0
data\jester_NO_npy\111128.npy,no,0
data\jester_NO_npy\138673.npy,no,0
data\jester_NO_npy\121087.npy,no,0
data\jester_NO_npy\133957.npy,no,0
data\jester_NO_npy\92367.npy,no,0
data\jester_NO_npy\78848.npy,no,0
data\SL_YES_npy\22960.npy,yes,1
data\jester_NO_npy\43647.npy,no,0
data\jester_NO_npy\96404.npy,no,0
data\jester_NO_npy\12048.npy,no,0
data\jester_NO_npy\100945.npy,no,0
data\jester_NO_npy\62646.npy,no,0
data\jester_NO_npy\142268.npy,no,0
data\jester_NO_npy\41861.npy,no,0
data\jester_NO_npy\19896.npy,no,0
data\jester_NO_npy\77144.npy,no,0
data\jester_NO_npy\27067.npy,no,0
data\jester_NO_npy\107898.npy,no,0
data\jester_NO_npy\102611.npy,no,0
data\jester_NO_npy\12444.npy,no,0
data\SL_YES_npy\19816.npy,yes,1
data\jester_NO_npy\26283.npy,no,0
data\jester_NO_npy\51807.npy,no,0
data\SL_YES_npy\14314.npy,yes,1
data\SL_YES_npy\48688.npy,yes,1
data\jester_NO_npy\98429.npy,no,0
data\SL_YES_npy\48301.npy,yes,1
data\SL_YES_npy\62774.npy,yes,1
data\jester_NO_npy\76312.npy,no,0
data\jester_NO_npy\51271.npy,no,0
data\jester_NO_npy\19457.npy,no,0
data\jester_NO_npy\32748.npy,no,0
data\SL_YES_npy\65295.npy,yes,1
data\jester_NO_npy\15920.npy,no,0
data\jester_NO_npy\141827.npy,no,0
data\jester_NO_npy\11110.npy,no,0
data\SL_YES_npy\51068.npy,yes,1
data\jester_NO_npy\56464.npy,no,0
data\jester_NO_npy\75475.npy,no,0
data\SL_YES_npy\21280.npy,yes,1
data\SL_YES_npy\45908.npy,yes,1
data\jester_NO_npy\83475.npy,no,0
data\jester_NO_npy\42526.npy,no,0
data\SL_YES_npy\60156.npy,yes,1
data\jester_NO_npy\11410.npy,no,0
data\jester_NO_npy\88771.npy,no,0
data\jester_NO_npy\46766.npy,no,0
data\jester_NO_npy\15607.npy,no,0
data\jester_NO_npy\26941.npy,no,0
data\jester_NO_npy\7043.npy,no,0
data\SL_YES_npy\03634.npy,yes,1
data\SL_YES_npy\69454.npy,yes,1
data\jester_NO_npy\112753.npy,no,0
data\jester_NO_npy\145834.npy,no,0
data\SL_YES_npy\47984.npy,yes,1
data\jester_NO_npy\33437.npy,no,0
data\jester_NO_npy\99224.npy,no,0
data\jester_NO_npy\46884.npy,no,0
data\SL_YES_npy\40577.npy,yes,1
data\SL_YES_npy\63091.npy,yes,1
data\jester_NO_npy\15292.npy,no,0
data\jester_NO_npy\47973.npy,no,0
data\jester_NO_npy\24507.npy,no,0
data\SL_YES_npy\36422.npy,yes,1
data\jester_NO_npy\48876.npy,no,0
data\SL_YES_npy\26214.npy,yes,1
data\jester_NO_npy\1747.npy,no,0
data\SL_YES_npy\07963.npy,yes,1
data\jester_NO_npy\64827.npy,no,0
data\SL_YES_npy\09307.npy,yes,1
data\SL_YES_npy\55913.npy,yes,1
data\jester_NO_npy\100359.npy,no,0
data\SL_YES_npy\51396.npy,yes,1
data\jester_NO_npy\127172.npy,no,0
data\jester_NO_npy\55624.npy,no,0
data\jester_NO_npy\85265.npy,no,0
data\jester_NO_npy\46658.npy,no,0
data\jester_NO_npy\107248.npy,no,0
data\jester_NO_npy\10044.npy,no,0
data\SL_YES_npy\08536.npy,yes,1
data\jester_NO_npy\104508.npy,no,0
data\jester_NO_npy\138163.npy,no,0
data\jester_NO_npy\128059.npy,no,0
data\jester_NO_npy\147955.npy,no,0
data\jester_NO_npy\22812.npy,no,0
data\jester_NO_npy\50982.npy,no,0
data\SL_YES_npy\65165.npy,yes,1
data\SL_YES_npy\02833.npy,yes,1
data\jester_NO_npy\102728.npy,no,0
data\SL_YES_npy\18161.npy,yes,1
data\jester_NO_npy\111383.npy,no,0
data\jester_NO_npy\52833.npy,no,0
data\SL_YES_npy\05303.npy,yes,1
data\jester_NO_npy\110472.npy,no,0
data\SL_YES_npy\38319.npy,yes,1
data\jester_NO_npy\90848.npy,no,0
data\SL_YES_npy\46501.npy,yes,1
data\jester_NO_npy\88207.npy,no,0
data\jester_NO_npy\32123.npy,no,0
data\jester_NO_npy\54983.npy,no,0
data\jester_NO_npy\26531.npy,no,0
data\SL_YES_npy\16646.npy,yes,1
data\jester_NO_npy\127121.npy,no,0
data\SL_YES_npy\44441.npy,yes,1
data\jester_NO_npy\74029.npy,no,0
data\jester_NO_npy\48300.npy,no,0
data\jester_NO_npy\8891.npy,no,0
data\SL_YES_npy\12198.npy,yes,1
data\jester_NO_npy\112296.npy,no,0
data\SL_YES_npy\39876.npy,yes,1
data\jester_NO_npy\102286.npy,no,0
data\jester_NO_npy\98709.npy,no,0
data\SL_YES_npy\11104.npy,yes,1
data\SL_YES_npy\17733.npy,yes,1
data\jester_NO_npy\45607.npy,no,0
data\jester_NO_npy\35112.npy,no,0
data\jester_NO_npy\95728.npy,no,0
data\jester_NO_npy\102602.npy,no,0
data\jester_NO_npy\135373.npy,no,0
data\jester_NO_npy\55211.npy,no,0
data\jester_NO_npy\5190.npy,no,0
data\SL_YES_npy\27775.npy,yes,1
data\jester_NO_npy\141247.npy,no,0
data\jester_NO_npy\43278.npy,no,0
data\jester_NO_npy\139056.npy,no,0
data\jester_NO_npy\7021.npy,no,0
data\SL_YES_npy\64311.npy,yes,1
data\SL_YES_npy\50055.npy,yes,1
data\jester_NO_npy\52493.npy,no,0
data\SL_YES_npy\38691.npy,yes,1
data\SL_YES_npy\10686.npy,yes,1
data\jester_NO_npy\99901.npy,no,0
data\jester_NO_npy\120065.npy,no,0
data\SL_YES_npy\45443.npy,yes,1
data\jester_NO_npy\44611.npy,no,0
data\jester_NO_npy\75619.npy,no,0
data\SL_YES_npy\12408.npy,yes,1
data\jester_NO_npy\100845.npy,no,0
data\jester_NO_npy\122821.npy,no,0
data\jester_NO_npy\11441.npy,no,0
data\jester_NO_npy\49864.npy,no,0
data\SL_YES_npy\52770.npy,yes,1
data\jester_NO_npy\27841.npy,no,0
data\jester_NO_npy\36921.npy,no,0
data\SL_YES_npy\59910.npy,yes,1
data\jester_NO_npy\20736.npy,no,0
data\jester_NO_npy\67774.npy,no,0
data\SL_YES_npy\02269.npy,yes,1
data\SL_YES_npy\43525.npy,yes,1
data\jester_NO_npy\94090.npy,no,0
data\SL_YES_npy\63955.npy,yes,1
data\SL_YES_npy\27406.npy,yes,1
data\SL_YES_npy\69437.npy,yes,1
data\jester_NO_npy\65075.npy,no,0
data\SL_YES_npy\07973.npy,yes,1
data\jester_NO_npy\118958.npy,no,0
data\jester_NO_npy\69006.npy,no,0
data\jester_NO_npy\118185.npy,no,0
data\SL_YES_npy\65539.npy,yes,1
data\jester_NO_npy\137820.npy,no,0
data\jester_NO_npy\42843.npy,no,0
data\SL_YES_npy\25246.npy,yes,1
data\SL_YES_npy\44445.npy,yes,1
data\jester_NO_npy\141075.npy,no,0
data\SL_YES_npy\31614.npy,yes,1
data\SL_YES_npy\57266.npy,yes,1
data\jester_NO_npy\63679.npy,no,0
data\jester_NO_npy\84152.npy,no,0
data\jester_NO_npy\33400.npy,no,0
data\jester_NO_npy\29461.npy,no,0
data\jester_NO_npy\54471.npy,no,0
data\SL_YES_npy\17918.npy,yes,1
data\jester_NO_npy\143179.npy,no,0
data\jester_NO_npy\92997.npy,no,0
data\SL_YES_npy\57876.npy,yes,1
data\SL_YES_npy\28377.npy,yes,1
data\jester_NO_npy\9045.npy,no,0
data\jester_NO_npy\111818.npy,no,0
data\SL_YES_npy\65501.npy,yes,1
data\jester_NO_npy\117677.npy,no,0
data\jester_NO_npy\95767.npy,no,0
data\SL_YES_npy\01611.npy,yes,1
data\jester_NO_npy\13375.npy,no,0
data\SL_YES_npy\59792.npy,yes,1
data\jester_NO_npy\13521.npy,no,0
data\SL_YES_npy\65775.npy,yes,1
data\SL_YES_npy\50143.npy,yes,1
data\SL_YES_npy\44629.npy,yes,1
data\SL_YES_npy\25249.npy,yes,1
data\jester_NO_npy\91137.npy,no,0
data\jester_NO_npy\5853.npy,no,0
data\SL_YES_npy\23906.npy,yes,1
data\jester_NO_npy\80372.npy,no,0
data\jester_NO_npy\72370.npy,no,0
data\SL_YES_npy\00944.npy,yes,1
data\jester_NO_npy\33603.npy,no,0
data\SL_YES_npy\40117.npy,yes,1
data\jester_NO_npy\64094.npy,no,0
data\jester_NO_npy\76283.npy,no,0
data\SL_YES_npy\63629.npy,yes,1
data\SL_YES_npy\52589.npy,yes,1
data\jester_NO_npy\102492.npy,no,0
data\jester_NO_npy\52268.npy,no,0
data\jester_NO_npy\14266.npy,no,0
data\SL_YES_npy\28652.npy,yes,1
data\jester_NO_npy\76148.npy,no,0
data\jester_NO_npy\81011.npy,no,0
data\SL_YES_npy\07394.npy,yes,1
data\jester_NO_npy\30984.npy,no,0
data\SL_YES_npy\27553.npy,yes,1
data\jester_NO_npy\11332.npy,no,0
data\jester_NO_npy\143891.npy,no,0
data\jester_NO_npy\31368.npy,no,0
data\SL_YES_npy\60224.npy,yes,1
data\jester_NO_npy\20428.npy,no,0
data\SL_YES_npy\69446.npy,yes,1
data\SL_YES_npy\47661.npy,yes,1
data\SL_YES_npy\42832.npy,yes,1
data\SL_YES_npy\34372.npy,yes,1
data\jester_NO_npy\119629.npy,no,0
data\jester_NO_npy\29151.npy,no,0
data\jester_NO_npy\117192.npy,no,0
data\jester_NO_npy\27352.npy,no,0
data\SL_YES_npy\69395.npy,yes,1
data\jester_NO_npy\10552.npy,no,0
data\SL_YES_npy\54264.npy,yes,1
data\jester_NO_npy\137874.npy,no,0
data\SL_YES_npy\01556.npy,yes,1
data\jester_NO_npy\22471.npy,no,0
data\jester_NO_npy\105562.npy,no,0
data\SL_YES_npy\06658.npy,yes,1
data\jester_NO_npy\32274.npy,no,0
data\jester_NO_npy\121815.npy,no,0
data\jester_NO_npy\30709.npy,no,0
data\jester_NO_npy\107834.npy,no,0
data\SL_YES_npy\11948.npy,yes,1
data\jester_NO_npy\38249.npy,no,0
data\SL_YES_npy\63231.npy,yes,1
data\SL_YES_npy\01208.npy,yes,1
data\SL_YES_npy\65242.npy,yes,1
data\SL_YES_npy\66683.npy,yes,1
data\jester_NO_npy\94299.npy,no,0
data\jester_NO_npy\113882.npy,no,0
data\jester_NO_npy\51313.npy,no,0
data\jester_NO_npy\19136.npy,no,0
data\jester_NO_npy\126437.npy,no,0
data\SL_YES_npy\66614.npy,yes,1
data\jester_NO_npy\132531.npy,no,0
data\jester_NO_npy\19828.npy,no,0
data\jester_NO_npy\41258.npy,no,0
data\SL_YES_npy\25962.npy,yes,1
data\SL_YES_npy\66246.npy,yes,1
data\SL_YES_npy\66758.npy,yes,1
data\SL_YES_npy\65267.npy,yes,1
data\jester_NO_npy\65903.npy,no,0
data\SL_YES_npy\40121.npy,yes,1
data\SL_YES_npy\69317.npy,yes,1
data\SL_YES_npy\23627.npy,yes,1
data\SL_YES_npy\37886.npy,yes,1
data\jester_NO_npy\64174.npy,no,0
data\SL_YES_npy\23031.npy,yes,1
data\jester_NO_npy\115037.npy,no,0
data\jester_NO_npy\71142.npy,no,0
data\jester_NO_npy\22687.npy,no,0
data\jester_NO_npy\137499.npy,no,0
data\jester_NO_npy\144134.npy,no,0
data\jester_NO_npy\119534.npy,no,0
data\jester_NO_npy\131861.npy,no,0
data\SL_YES_npy\36946.npy,yes,1
data\SL_YES_npy\51703.npy,yes,1
data\jester_NO_npy\4733.npy,no,0
data\SL_YES_npy\66049.npy,yes,1
data\jester_NO_npy\56331.npy,no,0
data\SL_YES_npy\57656.npy,yes,1
data\jester_NO_npy\11318.npy,no,0
data\jester_NO_npy\74843.npy,no,0
data\jester_NO_npy\60276.npy,no,0
data\SL_YES_npy\64284.npy,yes,1
data\jester_NO_npy\100910.npy,no,0
data\jester_NO_npy\34830.npy,no,0
data\SL_YES_npy\28780.npy,yes,1
data\SL_YES_npy\39849.npy,yes,1
data\jester_NO_npy\82884.npy,no,0
data\jester_NO_npy\39592.npy,no,0
data\jester_NO_npy\30020.npy,no,0
data\jester_NO_npy\120472.npy,no,0
data\SL_YES_npy\19233.npy,yes,1
data\jester_NO_npy\141786.npy,no,0
data\SL_YES_npy\37884.npy,yes,1
data\jester_NO_npy\5861.npy,no,0
data\jester_NO_npy\42612.npy,no,0
data\jester_NO_npy\5268.npy,no,0
data\jester_NO_npy\13659.npy,no,0
data\SL_YES_npy\29404.npy,yes,1
data\jester_NO_npy\120546.npy,no,0
data\SL_YES_npy\35923.npy,yes,1
data\jester_NO_npy\41278.npy,no,0
data\jester_NO_npy\81306.npy,no,0
data\jester_NO_npy\4623.npy,no,0
data\jester_NO_npy\144261.npy,no,0
data\jester_NO_npy\30880.npy,no,0
data\jester_NO_npy\42568.npy,no,0
data\jester_NO_npy\59468.npy,no,0
data\jester_NO_npy\141505.npy,no,0
data\jester_NO_npy\116881.npy,no,0
data\SL_YES_npy\35881.npy,yes,1
data\jester_NO_npy\8022.npy,no,0
data\SL_YES_npy\50904.npy,yes,1
data\SL_YES_npy\39368.npy,yes,1
data\SL_YES_npy\51160.npy,yes,1
data\jester_NO_npy\14139.npy,no,0
